temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,workingday,weathersit,weekday
0.68,0.6364,0.65,0.1343,72,207,279,summer,2011,September,13,0,1,Mist,Friday
0.34,0.303,0.46,0.2985,24,38,62,winter,2011,December,9,1,0,Clear,Monday
0.88,0.7727,0.32,0.1343,131,231,362,summer,2012,June,17,0,0,Clear,Saturday
0.62,0.6212,0.53,0.0896,352,338,690,winter,2012,March,14,0,0,Clear,Saturday
0.54,0.5152,0.52,0.3582,85,385,470,spring,2011,May,18,0,1,Light Snow,Friday
0.7,0.6515,0.65,0.0896,17,59,76,spring,2011,June,1,0,0,Mist,Sunday
0.26,0.303,0.87,0.0,3,23,26,fall,2011,December,7,0,0,Clear,Sunday
0.5,0.4848,0.34,0.3284,104,291,395,spring,2012,April,16,0,1,Clear,Monday
0.6,0.5152,0.94,0.1343,12,59,71,fall,2011,September,23,0,1,Clear,Wednesday
0.64,0.5606,0.94,0.194,1,2,3,summer,2011,August,4,0,0,Light Snow,Sunday
0.62,0.6212,0.5,0.0896,251,214,465,fall,2011,October,14,0,0,Clear,Saturday
0.46,0.4545,0.63,0.2239,18,192,210,winter,2011,March,9,0,1,Clear,Friday
0.72,0.697,0.74,0.2239,97,163,260,summer,2011,August,10,0,0,Mist,Saturday
0.86,0.9242,0.67,0.2836,51,233,284,summer,2011,July,19,0,1,Clear,Thursday
0.34,0.303,0.31,0.2985,57,118,175,winter,2012,December,14,0,0,Clear,Sunday
0.42,0.4242,0.41,0.2239,148,260,408,spring,2012,April,15,0,0,Clear,Saturday
0.44,0.4394,0.33,0.0,77,142,219,spring,2012,April,10,0,1,Clear,Tuesday
0.66,0.6212,0.61,0.2537,88,277,365,fall,2012,October,14,0,1,Clear,Friday
0.44,0.4394,0.67,0.0,47,173,220,fall,2011,October,19,0,0,Clear,Saturday
0.72,0.6667,0.54,0.2537,103,357,460,summer,2012,August,16,0,1,Clear,Monday
0.56,0.5303,0.88,0.1045,27,326,353,spring,2011,April,8,0,1,Clear,Monday
0.54,0.5152,0.56,0.194,18,41,59,spring,2011,June,2,0,0,Clear,Saturday
0.56,0.5303,0.64,0.2836,138,318,456,fall,2012,October,18,0,0,Mist,Saturday
0.48,0.4697,0.77,0.0,153,339,492,spring,2012,March,16,0,0,Clear,Sunday
0.36,0.3485,0.4,0.2239,15,92,107,winter,2012,February,22,0,1,Clear,Friday
0.5,0.4848,0.72,0.1642,55,276,331,winter,2012,March,9,0,1,Clear,Monday
0.46,0.4545,0.77,0.2537,27,81,108,summer,2011,September,8,0,0,Mist,Saturday
0.62,0.5909,0.73,0.1642,67,433,500,fall,2012,October,19,0,1,Clear,Friday
0.4,0.4091,0.62,0.2836,101,341,442,fall,2012,November,12,0,0,Clear,Sunday
0.8,0.7121,0.36,0.0,103,168,271,summer,2011,July,10,0,0,Clear,Saturday
0.42,0.4242,0.94,0.0,6,16,22,fall,2011,October,6,0,0,Clear,Saturday
0.46,0.4545,0.88,0.1343,8,54,62,fall,2011,December,23,0,1,Mist,Monday
0.4,0.4091,0.4,0.194,75,253,328,winter,2012,January,14,0,0,Clear,Sunday
0.52,0.5,0.68,0.1045,34,130,164,winter,2012,March,10,0,1,Clear,Thursday
0.64,0.6061,0.73,0.1343,32,480,512,summer,2012,July,7,0,1,Clear,Thursday
0.36,0.3485,0.81,0.1343,3,8,11,fall,2011,November,1,0,1,Clear,Tuesday
0.74,0.6515,0.3,0.1642,127,214,341,spring,2011,June,18,0,0,Mist,Saturday
0.82,0.7273,0.38,0.2836,41,150,191,summer,2011,August,13,0,1,Clear,Wednesday
0.2,0.2576,0.8,0.0,1,1,2,fall,2011,December,2,0,1,Clear,Tuesday
0.74,0.6818,0.6,0.2239,127,177,304,summer,2011,July,10,0,0,Clear,Sunday
0.14,0.1212,0.5,0.2836,0,2,2,winter,2011,January,1,0,1,Clear,Thursday
0.64,0.5909,0.78,0.0,7,21,28,spring,2012,June,1,0,1,Clear,Wednesday
0.58,0.5455,0.64,0.0,148,288,436,spring,2012,June,10,0,0,Clear,Sunday
0.62,0.5455,0.94,0.1343,16,232,248,fall,2011,September,19,0,1,Clear,Friday
0.36,0.3333,0.34,0.3582,17,170,187,winter,2012,March,11,0,1,Mist,Friday
0.6,0.5455,0.88,0.1045,0,22,22,fall,2011,September,5,0,1,Mist,Thursday
0.72,0.6667,0.58,0.194,32,218,250,spring,2012,June,21,0,1,Mist,Monday
0.54,0.5152,0.83,0.3582,6,166,172,summer,2011,September,7,0,1,Mist,Tuesday
0.72,0.697,0.79,0.0,58,163,221,summer,2012,July,9,0,0,Mist,Sunday
0.4,0.4091,0.24,0.4925,33,202,235,fall,2012,November,12,0,1,Clear,Thursday
0.8,0.7273,0.46,0.2985,147,243,390,summer,2011,July,18,0,0,Clear,Sunday
0.28,0.2879,0.87,0.1045,1,28,29,fall,2012,November,5,0,1,Clear,Wednesday
0.7,0.6515,0.61,0.1045,56,492,548,spring,2011,May,17,0,1,Clear,Tuesday
0.62,0.6212,0.38,0.0,80,235,315,spring,2012,June,12,0,1,Clear,Wednesday
0.58,0.5455,0.64,0.1045,26,61,87,spring,2012,June,7,0,0,Clear,Saturday
0.34,0.2879,0.46,0.5224,8,81,89,spring,2011,April,21,0,1,Clear,Tuesday
0.7,0.6667,0.79,0.0896,13,30,43,summer,2011,July,10,0,1,Light Snow,Wednesday
0.42,0.4242,0.88,0.1642,110,257,367,spring,2012,March,13,0,0,Mist,Sunday
0.18,0.2121,0.47,0.1045,1,50,51,winter,2011,January,20,0,1,Clear,Friday
0.46,0.4545,0.63,0.3881,3,45,48,fall,2012,October,0,0,1,Clear,Tuesday
0.5,0.4848,0.59,0.3284,7,32,39,fall,2012,October,6,0,0,Mist,Sunday
0.66,0.6212,0.69,0.1045,3,9,12,summer,2012,August,4,0,0,Mist,Saturday
0.54,0.5152,0.77,0.194,75,589,664,spring,2012,April,18,0,1,Mist,Thursday
0.62,0.5455,0.94,0.0896,2,4,6,fall,2011,September,4,0,1,Mist,Monday
0.4,0.4091,0.37,0.2836,14,125,139,winter,2012,January,11,0,1,Clear,Tuesday
0.42,0.4242,0.67,0.0896,127,253,380,spring,2012,April,10,0,0,Clear,Sunday
0.7,0.6667,0.84,0.1343,37,96,133,summer,2012,July,8,0,0,Mist,Sunday
0.36,0.3788,0.71,0.0,28,298,326,fall,2012,November,9,0,1,Mist,Tuesday
0.76,0.6667,0.33,0.2985,42,138,180,summer,2011,July,15,0,1,Clear,Thursday
0.24,0.2576,0.6,0.0896,0,15,15,winter,2012,December,5,0,1,Mist,Friday
0.7,0.6667,0.74,0.5821,17,97,114,summer,2012,September,13,0,1,Mist,Tuesday
0.7,0.6515,0.58,0.0,38,103,141,summer,2012,June,8,0,0,Clear,Sunday
0.56,0.5303,0.49,0.4478,102,226,328,fall,2011,October,18,0,0,Clear,Sunday
0.42,0.4242,0.77,0.1045,1,6,7,fall,2012,October,4,0,1,Clear,Tuesday
0.28,0.3182,0.93,0.0,6,305,311,fall,2011,November,7,0,1,Mist,Monday
0.62,0.5606,0.88,0.1642,7,352,359,spring,2012,May,7,0,1,Mist,Friday
0.44,0.4394,0.88,0.0,2,24,26,winter,2012,March,3,0,0,Mist,Saturday
0.66,0.6212,0.39,0.2985,59,436,495,fall,2012,September,16,0,1,Clear,Tuesday
0.84,0.7273,0.32,0.1642,111,230,341,summer,2011,July,12,0,0,Clear,Saturday
0.62,0.6061,0.61,0.0,22,121,143,summer,2011,August,22,0,1,Clear,Tuesday
0.42,0.4242,0.44,0.3582,0,19,19,spring,2012,April,5,0,1,Clear,Friday
0.72,0.6667,0.58,0.0,0,7,7,summer,2012,July,4,0,1,Clear,Thursday
0.46,0.4545,0.31,0.194,2,4,6,spring,2012,April,2,0,1,Clear,Monday
0.42,0.4242,0.58,0.0896,39,274,313,fall,2011,November,19,0,1,Clear,Tuesday
0.72,0.697,0.74,0.2537,55,257,312,summer,2011,July,20,0,1,Clear,Wednesday
0.36,0.3636,0.57,0.1045,21,310,331,fall,2012,November,9,0,1,Light Snow,Thursday
0.74,0.7121,0.74,0.0896,60,473,533,summer,2011,July,18,0,1,Clear,Monday
0.36,0.3788,0.93,0.0,4,201,205,winter,2012,February,7,0,1,Light Snow,Thursday
0.32,0.303,0.24,0.2239,102,101,203,spring,2011,March,17,0,0,Clear,Saturday
0.24,0.2424,0.48,0.1343,3,3,6,winter,2012,March,1,0,1,Clear,Monday
0.54,0.5152,0.88,0.2537,31,73,104,spring,2011,May,10,0,1,Light Snow,Tuesday
0.66,0.5909,0.89,0.1343,33,129,162,fall,2011,September,12,0,1,Mist,Tuesday
0.7,0.6364,0.45,0.1642,111,292,403,spring,2012,June,12,0,1,Clear,Friday
0.5,0.4848,0.72,0.1343,34,223,257,fall,2012,September,19,0,0,Light Snow,Sunday
0.26,0.2727,0.7,0.1045,3,74,77,winter,2012,February,23,0,1,Clear,Friday
0.16,0.1515,0.93,0.2537,3,22,25,winter,2012,January,8,0,0,Mist,Saturday
0.28,0.303,0.61,0.0896,5,20,25,fall,2011,December,3,0,0,Mist,Saturday
0.7,0.6364,0.34,0.2537,192,386,578,spring,2012,June,17,0,0,Clear,Sunday
0.28,0.2879,0.81,0.1343,2,43,45,winter,2012,February,1,0,0,Light Snow,Saturday
0.74,0.6515,0.27,0.4627,74,508,582,summer,2012,June,19,0,1,Clear,Monday
0.32,0.303,0.57,0.2985,14,67,81,winter,2011,March,11,0,1,Mist,Friday
0.34,0.3333,0.46,0.1343,46,232,278,fall,2012,November,13,0,1,Clear,Tuesday
0.7,0.6667,0.84,0.1343,17,104,121,summer,2012,September,22,1,0,Mist,Monday
0.54,0.5152,0.94,0.0,5,149,154,fall,2012,October,7,0,1,Light Snow,Friday
0.5,0.4848,0.25,0.2836,195,209,404,spring,2012,April,11,0,0,Clear,Sunday
0.32,0.3333,0.66,0.0896,4,22,26,winter,2011,December,2,0,0,Mist,Saturday
0.52,0.5,0.59,0.1045,38,305,343,fall,2011,October,19,0,1,Clear,Thursday
0.66,0.6212,0.69,0.0,0,6,6,summer,2011,August,2,0,1,Clear,Wednesday
0.34,0.3182,0.53,0.2537,21,64,85,winter,2011,March,15,0,1,Mist,Friday
0.44,0.4394,0.82,0.0,34,628,662,winter,2012,March,8,0,1,Clear,Wednesday
0.58,0.5455,0.78,0.194,149,227,376,spring,2011,April,18,0,0,Clear,Saturday
0.34,0.3333,0.93,0.194,1,17,18,winter,2011,March,23,0,1,Light Snow,Wednesday
0.18,0.2121,0.93,0.1045,0,31,31,winter,2011,January,13,0,1,Light Snow,Friday
0.3,0.303,0.52,0.1642,11,53,64,winter,2011,March,22,0,1,Clear,Friday
0.72,0.7121,0.84,0.0896,2,22,24,summer,2011,July,5,0,1,Clear,Monday
0.54,0.5152,0.73,0.2836,165,314,479,fall,2012,October,10,0,0,Clear,Saturday
0.44,0.4394,0.82,0.1642,129,239,368,winter,2012,March,11,0,0,Mist,Sunday
0.46,0.4545,0.44,0.1343,22,85,107,fall,2011,October,0,0,0,Clear,Sunday
0.68,0.6364,0.79,0.0,13,23,36,summer,2012,September,6,0,0,Clear,Saturday
0.64,0.5758,0.89,0.0896,2,18,20,summer,2011,June,5,0,1,Clear,Friday
0.96,0.9091,0.36,0.0,47,183,230,summer,2012,June,15,0,1,Clear,Friday
0.74,0.6818,0.55,0.1642,47,121,168,spring,2011,May,14,0,1,Clear,Wednesday
0.22,0.1818,0.47,0.4627,1,49,50,winter,2011,February,11,0,1,Clear,Tuesday
0.2,0.1667,0.44,0.4179,0,2,2,winter,2011,January,1,0,1,Clear,Monday
0.64,0.6212,0.47,0.194,139,296,435,spring,2012,June,10,0,0,Clear,Saturday
0.96,0.8636,0.3,0.2537,40,129,169,summer,2011,July,15,0,1,Clear,Friday
0.42,0.4242,0.94,0.0,9,350,359,spring,2012,April,7,0,1,Clear,Friday
0.6,0.6212,0.35,0.3284,58,190,248,spring,2011,April,14,0,1,Clear,Friday
0.72,0.6515,0.42,0.194,97,787,884,summer,2012,September,17,0,1,Clear,Thursday
0.24,0.2424,0.87,0.1343,11,238,249,winter,2011,March,8,0,1,Mist,Wednesday
0.38,0.3939,0.66,0.0,6,218,224,fall,2011,December,19,0,1,Clear,Tuesday
0.72,0.697,0.77,0.1642,18,49,67,summer,2012,August,7,0,0,Clear,Saturday
0.76,0.7424,0.75,0.194,18,98,116,spring,2011,June,23,0,1,Clear,Wednesday
0.14,0.1212,0.43,0.2537,9,82,91,winter,2012,January,13,0,1,Mist,Wednesday
0.36,0.3485,0.81,0.2239,7,36,43,spring,2011,April,0,0,0,Mist,Saturday
0.24,0.2273,0.52,0.194,48,104,152,winter,2012,December,11,0,0,Clear,Sunday
0.24,0.2576,0.6,0.0,12,74,86,winter,2012,March,10,0,1,Mist,Monday
0.2,0.1667,0.44,0.4478,3,29,32,winter,2011,February,23,0,1,Clear,Wednesday
0.32,0.303,0.66,0.2836,11,29,40,winter,2012,December,20,1,0,Mist,Tuesday
0.3,0.2727,0.49,0.3582,9,115,124,fall,2011,December,13,0,1,Clear,Thursday
0.32,0.3333,0.45,0.1343,27,164,191,winter,2012,February,15,0,1,Mist,Friday
0.66,0.6212,0.74,0.194,82,200,282,summer,2012,July,9,0,0,Clear,Saturday
0.72,0.6818,0.62,0.1343,94,217,311,spring,2011,June,19,0,0,Clear,Sunday
0.34,0.3333,0.53,0.1642,8,170,178,winter,2012,February,21,0,1,Clear,Wednesday
0.78,0.6818,0.35,0.0,28,152,180,spring,2011,June,13,0,1,Clear,Monday
0.78,0.7576,0.66,0.1045,33,63,96,summer,2011,July,1,0,0,Clear,Sunday
0.86,0.7879,0.41,0.194,93,684,777,summer,2012,July,18,0,1,Clear,Thursday
0.66,0.6212,0.74,0.1045,180,246,426,fall,2011,September,17,0,0,Clear,Saturday
0.46,0.4545,0.51,0.1343,0,6,6,spring,2011,April,4,0,1,Clear,Friday
0.4,0.4091,0.76,0.1343,27,201,228,winter,2012,February,12,0,1,Mist,Friday
0.12,0.1212,0.5,0.2239,0,6,6,winter,2012,February,1,0,1,Clear,Monday
0.76,0.7121,0.62,0.2239,105,786,891,summer,2012,August,18,0,1,Light Snow,Wednesday
0.5,0.4848,0.25,0.2239,113,186,299,spring,2012,April,10,0,0,Clear,Sunday
0.38,0.3939,0.5,0.2836,10,305,315,spring,2012,April,7,0,1,Clear,Friday
0.76,0.7121,0.62,0.2836,97,757,854,summer,2012,August,18,0,1,Clear,Tuesday
0.6,0.6212,0.4,0.4478,86,127,213,spring,2011,May,14,0,1,Clear,Friday
0.22,0.2273,0.69,0.1642,3,5,8,winter,2011,March,0,0,1,Clear,Wednesday
0.44,0.4394,0.47,0.1343,45,180,225,spring,2012,April,12,0,1,Mist,Monday
0.64,0.5909,0.78,0.2985,19,289,308,summer,2011,August,7,0,1,Clear,Thursday
0.02,0.0152,0.34,0.2836,0,1,1,winter,2012,January,2,0,1,Clear,Wednesday
0.66,0.6212,0.57,0.0,34,123,157,summer,2012,August,23,0,1,Clear,Wednesday
0.9,0.8485,0.42,0.2985,33,91,124,summer,2011,July,14,0,1,Clear,Tuesday
0.68,0.6364,0.69,0.0,15,100,115,summer,2012,August,1,0,0,Mist,Saturday
0.6,0.6061,0.64,0.1045,19,57,76,fall,2012,October,0,0,1,Mist,Thursday
0.72,0.6818,0.7,0.3582,74,495,569,summer,2011,June,17,0,1,Mist,Thursday
0.62,0.5758,0.83,0.1045,30,190,220,summer,2011,September,9,0,1,Mist,Friday
0.38,0.3939,0.76,0.0,15,158,173,fall,2011,December,19,0,0,Clear,Sunday
0.5,0.4848,0.63,0.2239,0,3,3,spring,2011,May,3,0,1,Clear,Wednesday
0.34,0.2879,0.46,0.5821,40,51,91,winter,2011,December,11,1,0,Clear,Monday
0.72,0.6364,0.26,0.3284,63,286,349,spring,2011,June,16,0,1,Clear,Friday
0.68,0.6364,0.83,0.0896,25,98,123,summer,2012,July,23,0,0,Light Snow,Sunday
0.56,0.5303,0.73,0.0896,116,186,302,fall,2011,October,19,0,0,Clear,Sunday
0.36,0.3485,0.46,0.1642,137,235,372,fall,2011,November,12,0,0,Clear,Saturday
0.54,0.5152,0.88,0.2537,17,190,207,spring,2011,May,9,0,1,Mist,Tuesday
0.7,0.6667,0.74,0.1642,69,187,256,spring,2011,June,18,0,0,Clear,Sunday
0.4,0.4091,0.4,0.6119,11,194,205,winter,2011,February,18,0,1,Clear,Monday
0.4,0.4091,0.4,0.1642,117,359,476,fall,2012,November,12,0,0,Clear,Saturday
0.54,0.5152,0.94,0.1343,11,161,172,fall,2011,October,18,0,1,Light Snow,Wednesday
0.76,0.697,0.55,0.194,29,301,330,summer,2011,July,7,0,1,Clear,Tuesday
0.56,0.5303,0.83,0.2239,12,67,79,spring,2012,May,11,0,1,Mist,Monday
0.3,0.2727,0.7,0.3284,12,82,94,spring,2011,March,12,0,1,Mist,Thursday
0.22,0.2273,0.69,0.1642,2,3,5,winter,2012,January,2,0,1,Clear,Friday
0.76,0.6667,0.37,0.2239,256,379,635,summer,2012,August,17,0,0,Clear,Saturday
0.72,0.6667,0.51,0.2239,31,64,95,spring,2011,June,10,0,1,Clear,Monday
0.4,0.4091,0.94,0.194,1,14,15,spring,2011,April,5,0,1,Clear,Wednesday
0.32,0.303,0.43,0.1642,10,87,97,winter,2011,March,12,0,1,Clear,Friday
0.1,0.0758,0.36,0.3582,0,17,17,winter,2011,February,0,0,1,Clear,Wednesday
0.3,0.3333,0.61,0.0,0,4,4,winter,2012,February,2,0,1,Clear,Tuesday
0.54,0.5152,0.77,0.0,1,11,12,summer,2012,September,4,0,1,Clear,Friday
0.64,0.6061,0.73,0.3582,35,199,234,spring,2011,April,20,0,1,Clear,Tuesday
0.36,0.3485,0.93,0.1343,16,84,100,fall,2012,December,1,0,0,Mist,Saturday
0.68,0.6364,0.79,0.2836,11,25,36,summer,2011,June,0,0,1,Mist,Wednesday
0.36,0.3788,0.77,0.0,94,179,273,fall,2012,November,9,0,0,Clear,Sunday
0.46,0.4545,0.41,0.4179,33,140,173,spring,2012,March,10,0,1,Clear,Wednesday
0.26,0.2576,0.93,0.194,0,7,7,spring,2011,April,2,0,1,Light Snow,Friday
0.52,0.5,0.83,0.0896,0,7,7,spring,2012,March,3,0,1,Clear,Thursday
0.5,0.4848,0.59,0.194,1,4,5,fall,2011,December,4,0,1,Mist,Friday
0.6,0.6212,0.35,0.2836,196,240,436,spring,2011,May,13,0,0,Clear,Saturday
0.44,0.4394,0.54,0.1045,26,153,179,winter,2012,February,12,0,1,Clear,Wednesday
0.3,0.2727,0.49,0.3284,31,161,192,winter,2012,March,10,0,0,Clear,Sunday
0.32,0.3333,0.7,0.1343,0,6,6,fall,2012,November,1,0,1,Mist,Tuesday
0.84,0.7879,0.49,0.1343,63,191,254,summer,2012,June,12,0,1,Clear,Friday
0.66,0.5909,0.89,0.2985,0,8,8,summer,2011,August,5,0,0,Clear,Sunday
0.64,0.5758,0.83,0.194,69,82,151,spring,2012,May,8,0,0,Clear,Sunday
0.66,0.6061,0.78,0.3881,1,6,7,summer,2011,August,4,0,1,Clear,Thursday
0.64,0.5758,0.89,0.0,14,212,226,summer,2011,September,19,0,1,Mist,Wednesday
0.24,0.2424,0.87,0.1642,3,57,60,winter,2012,February,23,0,1,Mist,Wednesday
0.46,0.4545,0.72,0.1642,28,80,108,summer,2011,September,0,0,0,Clear,Saturday
0.66,0.6212,0.47,0.0,87,876,963,fall,2012,October,17,0,1,Clear,Wednesday
0.56,0.5303,0.56,0.1642,4,25,29,spring,2012,June,1,0,1,Clear,Friday
0.52,0.5,0.55,0.2239,6,76,82,fall,2011,December,15,0,1,Light Snow,Thursday
0.4,0.4091,0.62,0.0896,72,236,308,fall,2012,October,11,1,0,Mist,Monday
0.46,0.4545,0.67,0.2836,27,161,188,spring,2011,May,9,0,1,Clear,Friday
0.56,0.5303,0.94,0.2239,2,22,24,spring,2012,May,6,0,1,Light Snow,Tuesday
0.28,0.303,0.81,0.0896,0,8,8,winter,2012,January,4,0,0,Clear,Sunday
0.48,0.4697,0.41,0.4179,14,151,165,spring,2012,April,21,0,1,Light Snow,Monday
0.6,0.6212,0.4,0.2239,22,261,283,winter,2012,February,16,0,1,Clear,Wednesday
0.32,0.3485,0.66,0.0,11,102,113,winter,2012,February,22,0,1,Mist,Friday
0.4,0.4091,0.47,0.2985,17,143,160,fall,2012,October,22,0,1,Clear,Friday
0.44,0.4394,0.62,0.3582,19,105,124,spring,2011,May,12,0,1,Mist,Wednesday
0.3,0.2879,0.39,0.2239,25,203,228,fall,2012,November,16,0,0,Clear,Sunday
0.66,0.6212,0.74,0.1343,45,240,285,summer,2011,August,20,0,1,Clear,Monday
0.72,0.6667,0.58,0.194,47,93,140,summer,2011,July,23,0,0,Clear,Saturday
0.36,0.3485,0.57,0.194,23,178,201,fall,2012,December,20,0,0,Mist,Saturday
0.58,0.5455,0.46,0.1045,30,141,171,spring,2011,June,23,0,1,Clear,Friday
0.4,0.4091,0.32,0.2985,17,78,95,winter,2011,February,18,0,0,Clear,Sunday
0.8,0.7727,0.59,0.1045,27,77,104,summer,2011,July,23,0,0,Clear,Saturday
0.2,0.1667,0.34,0.4478,13,79,92,winter,2011,January,16,0,0,Clear,Sunday
0.76,0.6818,0.45,0.0896,184,315,499,spring,2012,June,11,0,0,Clear,Sunday
0.38,0.3939,0.94,0.1642,0,7,7,fall,2011,November,4,0,1,Light Snow,Tuesday
0.26,0.2273,0.6,0.3284,0,2,2,fall,2011,November,5,0,0,Clear,Saturday
0.64,0.6212,0.44,0.1642,17,247,264,summer,2011,August,7,0,1,Clear,Friday
0.46,0.4545,0.59,0.2985,34,192,226,spring,2011,April,19,0,1,Clear,Thursday
0.56,0.5303,0.78,0.1045,61,258,319,fall,2012,October,12,0,1,Mist,Thursday
0.34,0.3182,0.71,0.2537,3,115,118,fall,2012,December,19,0,1,Light Snow,Thursday
0.64,0.6061,0.73,0.0,31,501,532,summer,2012,August,7,0,1,Clear,Thursday
0.28,0.2576,0.81,0.2985,14,56,70,spring,2011,March,15,0,1,Light Snow,Wednesday
0.8,0.6818,0.24,0.3582,78,192,270,summer,2012,June,14,0,1,Clear,Wednesday
0.76,0.697,0.52,0.2985,94,161,255,summer,2012,August,14,0,1,Mist,Wednesday
0.92,0.7727,0.17,0.2836,98,208,306,summer,2011,July,16,0,0,Clear,Sunday
0.4,0.4091,0.82,0.1343,2,25,27,fall,2011,October,5,0,1,Clear,Tuesday
0.5,0.4848,0.77,0.0896,14,176,190,fall,2012,October,22,0,1,Clear,Friday
0.76,0.697,0.52,0.194,73,142,215,spring,2011,June,14,0,1,Clear,Friday
0.72,0.6515,0.37,0.2239,38,110,148,summer,2011,July,11,0,1,Clear,Thursday
0.32,0.2879,0.39,0.4179,8,187,195,fall,2011,November,16,0,1,Clear,Thursday
0.4,0.4091,0.47,0.1343,19,188,207,fall,2011,December,13,0,1,Clear,Friday
0.4,0.4091,0.82,0.194,16,158,174,fall,2012,December,19,0,0,Mist,Sunday
0.34,0.303,0.23,0.2985,25,227,252,spring,2011,March,17,0,1,Clear,Monday
0.5,0.4848,0.18,0.0,52,580,632,spring,2012,April,18,0,1,Clear,Tuesday
0.66,0.5909,0.89,0.0896,57,88,145,summer,2012,September,23,0,0,Clear,Saturday
0.86,0.803,0.47,0.194,130,192,322,summer,2011,August,14,0,0,Clear,Sunday
0.56,0.5303,0.73,0.2537,8,18,26,spring,2012,June,3,0,0,Clear,Saturday
0.62,0.5758,0.83,0.0896,8,34,42,spring,2012,May,1,0,1,Clear,Friday
0.22,0.197,1.0,0.3881,0,10,10,winter,2011,March,22,0,0,Mist,Sunday
0.18,0.2121,0.74,0.0896,1,35,36,winter,2011,January,21,0,0,Clear,Saturday
0.3,0.2727,0.42,0.3582,9,249,258,fall,2011,November,8,1,0,Clear,Friday
0.76,0.6667,0.37,0.2537,85,472,557,summer,2011,June,17,0,1,Clear,Friday
0.36,0.3485,0.81,0.1642,61,195,256,fall,2011,October,14,0,0,Light Snow,Sunday
0.44,0.4394,0.18,0.4179,32,201,233,fall,2012,November,15,0,1,Clear,Thursday
0.38,0.3939,0.4,0.4478,11,414,425,winter,2012,February,18,0,1,Clear,Tuesday
0.36,0.3333,0.46,0.2537,62,258,320,fall,2012,November,10,0,0,Clear,Saturday
0.42,0.4242,0.94,0.1343,6,114,120,fall,2012,December,21,0,1,Mist,Monday
0.74,0.6818,0.55,0.194,170,261,431,summer,2011,September,16,0,0,Clear,Saturday
0.5,0.4848,0.42,0.1045,40,125,165,spring,2011,March,16,0,1,Clear,Tuesday
0.54,0.5152,0.49,0.0,51,213,264,spring,2012,April,12,0,1,Clear,Thursday
0.54,0.5152,0.88,0.0896,40,176,216,spring,2011,May,9,0,1,Mist,Thursday
0.42,0.4242,0.77,0.0,1,3,4,spring,2012,April,3,0,1,Mist,Thursday
0.68,0.6364,0.83,0.1343,2,7,9,summer,2012,August,4,0,1,Clear,Tuesday
0.36,0.3636,0.93,0.1045,3,75,78,fall,2012,December,22,0,0,Light Snow,Sunday
0.66,0.6061,0.83,0.1642,5,5,10,summer,2011,August,4,0,0,Mist,Saturday
0.9,0.7879,0.27,0.1045,99,194,293,summer,2012,July,13,0,1,Clear,Friday
0.24,0.2576,0.35,0.0,15,53,68,winter,2012,January,9,1,0,Clear,Monday
0.54,0.5152,0.28,0.2239,56,305,361,spring,2011,May,19,0,1,Clear,Thursday
0.32,0.3333,0.81,0.0896,20,142,162,fall,2012,November,23,0,1,Clear,Friday
0.34,0.3333,0.42,0.194,15,381,396,winter,2012,February,17,0,1,Mist,Friday
0.76,0.7273,0.66,0.2537,209,357,566,summer,2012,September,13,1,0,Mist,Monday
0.3,0.3182,0.42,0.0896,2,33,35,winter,2011,December,18,0,0,Clear,Saturday
0.22,0.2121,0.42,0.2836,3,7,10,winter,2012,March,5,0,0,Clear,Saturday
0.46,0.4545,0.94,0.1045,2,3,5,fall,2011,November,3,0,1,Mist,Wednesday
0.34,0.3636,0.87,0.0,1,14,15,fall,2011,November,0,0,1,Clear,Monday
0.52,0.5,0.83,0.1642,38,154,192,spring,2012,March,11,0,1,Mist,Wednesday
0.46,0.4545,0.88,0.2985,2,14,16,fall,2011,December,1,0,1,Mist,Tuesday
0.54,0.5152,0.6,0.1343,265,373,638,spring,2012,March,13,0,0,Clear,Saturday
0.84,0.7424,0.36,0.2239,146,217,363,summer,2011,July,17,0,0,Clear,Sunday
0.3,0.2879,0.45,0.2537,15,69,84,winter,2011,January,18,0,0,Mist,Saturday
0.48,0.4697,0.82,0.1045,11,118,129,fall,2011,October,20,0,1,Clear,Monday
0.78,0.7424,0.59,0.2239,27,87,114,summer,2011,July,8,0,0,Clear,Saturday
0.4,0.4091,0.76,0.4925,2,2,4,spring,2012,April,4,0,1,Clear,Monday
0.5,0.4848,0.72,0.0896,1,7,8,spring,2012,May,2,0,1,Mist,Tuesday
0.68,0.6364,0.69,0.2537,43,138,181,spring,2011,June,11,0,1,Clear,Friday
0.32,0.303,0.7,0.2537,49,155,204,fall,2012,November,9,0,0,Clear,Sunday
0.72,0.6515,0.45,0.2239,102,394,496,summer,2011,July,18,0,1,Clear,Friday
0.66,0.6212,0.61,0.2836,42,195,237,spring,2011,April,20,0,1,Clear,Monday
0.56,0.5303,0.68,0.1045,20,174,194,fall,2012,October,22,0,1,Clear,Tuesday
0.84,0.7879,0.49,0.1642,48,127,175,summer,2011,August,13,0,1,Clear,Tuesday
0.54,0.5152,0.26,0.1343,107,564,671,spring,2012,April,18,0,1,Clear,Friday
0.28,0.2727,0.45,0.1642,15,76,91,winter,2011,February,14,0,1,Mist,Friday
0.66,0.6061,0.83,0.0,0,6,6,summer,2012,August,3,0,1,Clear,Thursday
